td_id,ordenes,money,CuadranteMoney,CuadranteOrdenes,Cuadrante_Final
0b6f8265e177eee255c4d7dc5f553e5e812da63e088ed7ef6bb8e2178499783f,6,231260.0,Hot,Top,"3,3"
0b70d1fc3c0a80e9adc081dfdd4744af188af30f285b6baa2b5e9ee5eb40c18d,2,39000.0,Cold,Newbie,"1,1"
0b75bfbd82cb1087db55ac926698314f1c31a6df4b28c3cf6f212828c790bb6c,7,348930.63,Hot,Top,"3,3"
0b77c58e360fe6a736ac9b6c193f85ffb554e178736946ef5c0388e0d68e7626,2,41957.33,Cold,Newbie,"1,1"
0b7913c82fc70e71be74dc255002bd7d78d85d6c4618853b5b0e93909715606c,5,99654.54000000001,Warm,Top,"2,3"
0b79f90c9a4609cc80f9ebbe4447e6331af9b5b6c7fd4fcf36c2e509eeb208bf,12,415080.52,Hot,Top,"3,3"
0b7a301b-1e07-40b4-ada1-b1ddb46fe11b,2,56840.0,Cold,Newbie,"1,1"
0b7eee7635635ea1537b66934fbba5a9ebad7328946bb65be43c42f4dbff4402,5,155263.82,Warm,Top,"2,3"
0b81f143-4124-49a3-a39a-2db3f14120fd,6,197100.0,Hot,Top,"3,3"
0b82b20f1eff254869fa5ccdbbb2bf974eaed0166ecacc1bbda56197f32854d8,3,164065.30000000002,Warm,Regular,"2,2"
0b8673b8db5696ed65ff378743cf47ca7b10b617408b432244e60128cc128e71,3,158163.93,Warm,Regular,"2,2"
0b8a241cb7aa32b2af21427c1c44421bddc0f1f28624599d2170afb5d6b75bbe,3,190500.0,Hot,Regular,"3,2"
0b8b5a485401497cc1c29728c11801baea9b2c37ff582dfd40d8e8e5c199a021,2,61000.0,Cold,Newbie,"1,1"
0b8de17e-7682-4a65-bfab-aa1f423b7368,2,126000.0,Warm,Newbie,"2,1"
0b8e4351be38a760cee0e16ff5e9b55f8b68779f805fee5b9b98f51a7a72137c,5,247080.0,Hot,Top,"3,3"
0b919ab507ffc009ea4b3c9c7d36bdf7fcc71b471c6f030f3a4f03c8afb7fb69,7,339142.33999999997,Hot,Top,"3,3"
0b9853151689215a903677c382e97f2312c96fed2ab1156af137b3410453c3b7,2,28360.0,Cold,Newbie,"1,1"
0b9a642ef9af96ed8ef56e7c2f6b67f3a62f5ae9ba3129b0cac25ba870968e85,4,137400.0,Warm,Regular,"2,2"
0b9c1ccab618105a7f01d3c42e39224ea40f37c3818fb9e88230912f36a441d5,2,89299.76000000001,Warm,Newbie,"2,1"
0ba1af53-6592-4d22-96b2-5d746aa8caee,2,45600.0,Cold,Newbie,"1,1"
0ba2dd740f662f51d7dfa47495b146907b2b7be7c1a2e79b670ccebbf68168cf,6,427298.0,Hot,Top,"3,3"
0ba4a019e4055bdadd5a360028a46ce3bc7b45d4134cf4097e8dcfb3fb0f0eda,13,845930.33,Hot,Top,"3,3"
0ba52d9f6203aa56e6e55afb42d3e6e656150aec811aef5a0e58fcbda4509389,2,54000.0,Cold,Newbie,"1,1"
0ba548f437af3aeb7917b7f5d44924ad6996d263ce0e234579651ad7c639157a,4,274746.77,Hot,Regular,"3,2"
0ba58a26fb311447260f2d2b1c5acaeaf3685cabb08e6ff21e6712966f483800,4,187740.0,Hot,Regular,"3,2"
0baac8365c7d95af4d937aab95fd26d9d157bce7f061054a48ab9ba7e6d1ec07,3,52500.0,Cold,Regular,"1,2"
0bacbc6ed8ad3af3f1510f54ed5978df8f771ed8c83fb8b793ae02e90fdc8f31,2,15740.0,Cold,Newbie,"1,1"
0baff777e56c972b13877c888937538f1afbc1064f34d5e0b77ece1f44393b82,2,106947.79000000001,Warm,Newbie,"2,1"
0bb07e333d6fe0d9fc36bf8ba22abb90d3ebcb6234acc20c0ebc2b775b116bc7,2,185250.0,Hot,Newbie,"3,1"
0bb26e1c8bc6ed8cf7cd472a4e6fc602a3cb7c02081ee9e4882ec1fc5351a85b,5,266513.76,Hot,Top,"3,3"
0bb58ff0f22b304a10f9ddd95e45cddc0ade01a99f0013a0c9b183a8d52ab7b0,3,46380.0,Cold,Regular,"1,2"
0bb701c861fe535286b02adf01467e27866e6cff63ed8787258692d1aaa43417,2,163164.66999999998,Warm,Newbie,"2,1"
0bba8503802292b12033137dc91fec2129cab98c83f0d1f3cbe8fb21ee4d0b5c,18,434865.0,Hot,Top,"3,3"
0bbd4e1d20e89c25f99aa24562dc47e170a716ffb43e701aa9ca5cb7a4412289,4,325460.0,Hot,Regular,"3,2"
0bbe71fcb1634dd3865c015420adaf379d6c789f554d4b9e7813f195fb7df97b,2,217240.0,Hot,Newbie,"3,1"
0bc110225db00eaea785f9e6b6df9c740d421ace4e5c4977c32611516474e843,2,53800.0,Cold,Newbie,"1,1"
0bc54d89322d65b835732d72f067bbfcb733d973502f26e24059337467d46072,2,236350.0,Hot,Newbie,"3,1"
0bc5beec-ed01-4d17-b6e9-eaa05070eccb,10,288080.0,Hot,Top,"3,3"
0bc85a7e66712fe69a83bbe6c1f5abb7b429d105be838619fd7eef520c517f8a,3,92220.0,Warm,Regular,"2,2"
0bc8ef0667c994db5fbcf0351630bdad27551bf1de43e5260c08e0b98f8e7912,2,162675.0,Warm,Newbie,"2,1"
0bcbc1f7dcbfc31aa25ee71a543c8fb8a30e58c6f3364d0138479aac33b02a4a,3,92504.16999999998,Warm,Regular,"2,2"
0bcd6786-ba10-4036-9085-c9c3d350ef8b,4,294800.0,Hot,Regular,"3,2"
0bcd862260432914b8e260488ff74925c86fca964656f0d137102cc51d10dc71,3,295700.0,Hot,Regular,"3,2"
0bcddc3d251d2dec8c1007a28ca43db6f6799dba276ff99ed90a7856ef422264,5,501087.4,Hot,Top,"3,3"
0bd11fa0-2e3f-4ebc-a657-27c8f3fd2523,4,116804.73,Warm,Regular,"2,2"
0bd2549f931e15b9038977ed98cce8ee88062a648571130bba35f217bb2fc6c3,2,78300.0,Cold,Newbie,"1,1"
0bd2e50200cfdd159701a211c36f75ff283a7f67be27f8c71e0877d785050925,5,266350.0,Hot,Top,"3,3"
0bd922c3-605b-4db2-a2dc-16730b28446f,2,79380.0,Cold,Newbie,"1,1"
0bdc41873b17e0c6d1572e7fc30aaed9a8e3ac8ac2fbedf85bed669a6ac7cdbe,2,129000.0,Warm,Newbie,"2,1"
0be0400971b1cb3bbf68dfb8eb9594221c43414a2523c7555a1199364d99b393,5,135444.86,Warm,Top,"2,3"
0be20fe1-ca51-4552-9d12-ef65321eb442,4,112170.0,Warm,Regular,"2,2"
0be2728c8bd878674f29fba7dc3661ff6d3fddd2ad86e0d2e4f49e0de241ea1a,4,25470.06,Cold,Regular,"1,2"
0be569b1-3301-4068-8f61-1d36be7d4ae6,4,238120.0,Hot,Regular,"3,2"
0be626230f80ccfb05c76b457751ab118e16bb994111963e43b8835db33061ab,4,269750.0,Hot,Regular,"3,2"
0beaa76ac8990d77b4c4f6e718a6ebc463e7326941bb26d9d269799e496de694,20,598420.0,Hot,Top,"3,3"
0bee4ddc89c10cdff808b8c55f7c5dc0453c63c115c2ca1941d4b79c44948639,2,167500.0,Warm,Newbie,"2,1"
0bef7e737a7e278600cc268a182e5941a0effa2610291beb7463a8792eb70ba3,2,109440.0,Warm,Newbie,"2,1"
0bf37c66c3a9cfd3fd561da08085f701fa5bd2b26791dd1e8281d0df6838252d,3,98700.0,Warm,Regular,"2,2"
0bf81f6ef16552ce8c05516952d2b7162e8da8eefb78ab4be826b9dc462531fe,3,155192.41,Warm,Regular,"2,2"
0bf8a3dcef296087ca6272879107852edac18da01fa9e58322b3fd6b32a276bd,23,1558773.6400000001,Hot,Top,"3,3"
0bfcf4c0be99aa4c5e9a6dbd5b3772ceb8a40267cc15c5035af7f8582856f1f6,10,407401.08999999997,Hot,Top,"3,3"
0bfd8eac5593c3d40adf7e5ab8dc546b4980b9e0dee5e4c6b50d27d3a8736c9b,13,896034.8999999999,Hot,Top,"3,3"
0bfe7c3172467d07974d91cb2c5ba3b2d230e19bc066f3c6ada9f6137a8fab4c,11,291012.12,Hot,Top,"3,3"
0c005e2c-d866-4d4b-be26-983d94b6bb2f,4,152459.84,Warm,Regular,"2,2"
0c017feef1338c2df80f8edb6fb5ccd866cf0d01f7a3bacaf4e80b0a6cd6c5e2,5,195071.96,Hot,Top,"3,3"
0c023bd7269f4f80018f657bc5bc679342abc30151f451edc7812592deb2d3cd,3,105500.0,Warm,Regular,"2,2"
0c02d882-8589-441e-9b39-75a985979673,5,103799.76,Warm,Top,"2,3"
0c03bc029c03b0b0c23be3de6f88497d1a6e1b7382a4a5b4101255fba14f62f0,2,111400.0,Warm,Newbie,"2,1"
0c08c927-c4dd-4161-8ea7-2bccd0e6f765,3,179299.52000000002,Hot,Regular,"3,2"
0c09dfd7f8cf98b6a353a2ccc86d24ebcc5b84015a3796a3f23e6aeb07b0fcb5,6,93662.43,Warm,Top,"2,3"
0c19a4fc-b584-42a4-b307-4f53a9443881,2,32163.3,Cold,Newbie,"1,1"
0c19d734b1e6fb615f8ac1b0600c6530c079881f0a871f308eb894c6305dc475,2,85120.0,Cold,Newbie,"1,1"
0c1b6fac2d84d30a8c475cce11703c04b39e6bc1eeaef03e288c7c21cc3c67cb,4,255038.28999999998,Hot,Regular,"3,2"
0c1ba3219ff5ecbd7dbf539d3688a67401c6f2dd593a2374847f116a44c4cc94,9,846994.0,Hot,Top,"3,3"
0c1c7b510b32d9fd5eb486c35dc0347edfb2ec9e0b03ce38f1fd8b1b62d9e938,33,1615962.11,Hot,Top,"3,3"
0c1d4e7f3ca857b5ce6f58b560ca91f545adb0c66e29943871108ad6dabffa7b,3,213596.25,Hot,Regular,"3,2"
0c1d93de35739fd7051dec1d85502488fa801c1659758306c810749a93aa635c,2,147524.71,Warm,Newbie,"2,1"
0c1e33c0e859d7ef55db6d1edc24a49a940a8fae777ff84d3140635147e1dbd1,4,202466.66999999998,Hot,Regular,"3,2"
0c20f5666c1e16ec3aa4be15fa9af3ec32f8c1dd6a4be31c857d1a8396251127,3,57500.0,Cold,Regular,"1,2"
0c21e388-438d-4c48-a86e-4acc2483f45e,29,589878.9000000001,Hot,Top,"3,3"
0c248334-83da-4b75-8570-dc79f0a03d27,2,91600.0,Warm,Newbie,"2,1"
0c26e908155dd75ff3ad9b0f9d6dcb6e63b267161f8e85feb8bdbabd7c23e49b,3,81000.0,Cold,Regular,"1,2"
0c29565395bce873596bd4d11ec080fed2794c89dbc549008d894c9cf3debc4a,3,57032.0,Cold,Regular,"1,2"
0c2a90a716121e4fd67a9b401615b39445ac4b5aa5511aeed8af58dbe1c7afe4,2,36250.0,Cold,Newbie,"1,1"
0c2b1c441b0f1603146b582a7f9ba5e13d309bc02db626e6426cfdfe2271abf3,6,134000.0,Warm,Top,"2,3"
0c2b28b58dc6392471f411f112301738389e7d4e89d4ce68e7100f99e31a5e09,5,753926.6699999999,Hot,Top,"3,3"
0c3019f7c2b4241e7e2fe20ad48380e7f004028bf8ae9966d468c8b108d62ecd,4,262160.0,Hot,Regular,"3,2"
0c3134a4ca798e787050c97e6d3ef4ac1796993ef2b68973856732adb7fca8e2,2,73625.0,Cold,Newbie,"1,1"
0c3218cc061190cea84559a2e26420bee43b3ff6d092bb9ee42fd895f30d900a,6,309969.97,Hot,Top,"3,3"
0c35ed80-604d-4231-bce2-cbec52490474,7,322888.2,Hot,Top,"3,3"
0c373b04b584f8402ae6c2470b3abbbc5f8bdac7230290b67ab8c58b074729c9,2,40999.76,Cold,Newbie,"1,1"
0c3969303f8204ec70c0617d2bb72077fc21775ca3d1583243828aad055b8b5d,4,167600.0,Warm,Regular,"2,2"
0c3a1cbb664117a7810c2d68fe787f0f416b2ea62f8c9676b5bdd8f14645725b,3,59900.0,Cold,Regular,"1,2"
0c3dd66ea39d7071b1c7ef5d6269c4e0138b9839050d3a34be209ef6fddfab3d,6,301400.0,Hot,Top,"3,3"
0c41752b013e4a42931d3dfe62ebdd3dd2e2de89c9ab3fcd510ea903fc5fd8d6,14,289480.0,Hot,Top,"3,3"
0c45aaed1f0511df403fbfcfb7e368ead5f8ebca4c47c9ebdb22655b9062778b,2,99360.0,Warm,Newbie,"2,1"
0c47415e9617613aba49e335dc2d75ccf9b740f8eecddf7029d21d6ee1053dd8,23,418114.36,Hot,Top,"3,3"
0c4d5de4acaf27433c9b673f85db6cbb1a15bf1757ce5505aa7aa1a300292082,7,356987.83999999997,Hot,Top,"3,3"
0c572f63-94a2-43ba-a5fa-61fb6d850334,2,79640.0,Cold,Newbie,"1,1"
0c5769f5ae055ab8a975af7304b30d91b290e67d2ab391fa9712d391e9e38713,6,70000.0,Cold,Top,"1,3"
0c5a063a4d5a9cbd9f877eb2cdf7f7b1bccba2e24eb9b8f29249bffcedc1ec86,5,304900.0,Hot,Top,"3,3"
0c5a7526562146c160ea8225a11cd4aa3ad0c05bc87cf9f9551bb2ba8b370a64,3,162000.0,Warm,Regular,"2,2"
0c5c4f46-19e3-4663-8c94-67a3b4658a75,13,397735.67000000004,Hot,Top,"3,3"
0c5d289c3946a52b8734e950e264c46b77a70af690d6ac67842fb482280dafe9,2,45000.0,Cold,Newbie,"1,1"
0c5d8b2b1b40ce5909e5c4bcb66f19d1c8a62e538c723ebae66d93985375d46f,2,248366.91,Hot,Newbie,"3,1"
0c5e9d4f-a4ec-4fa2-9e37-0f65fcfec651,6,337669.96,Hot,Top,"3,3"
0c6077aaf62c3a002f1f3b0f592ac6d0a6388a0c1ba0cc6185ad8748d0c61da0,3,168996.24,Warm,Regular,"2,2"
0c6142c4994a19e6cefce582570f00aeb8bb25a8bcf6ceb1e053109be8657af3,21,1470249.33,Hot,Top,"3,3"
0c628db8d80dc8c77d59a7df7229209541e701c3342351887bd10010f48a030e,4,173900.0,Warm,Regular,"2,2"
0c642a399444e37468fef1708dcca34e3d58d6d73dcadf9befa280c9f3bb634d,2,35499.84,Cold,Newbie,"1,1"
0c64e4ca7dc6e46e3a5c4854fd2af666901eae1316443c17afece8da79141e80,6,144000.0,Warm,Top,"2,3"
0c654a39c8a91fd316054d4c899c5f31032e97e654a18cf62533ee15ef528adc,2,67500.0,Cold,Newbie,"1,1"
0c68b9cd92e01ef112ac23cd42274fafeff595fd744603775a05b2bd37cff605,2,106100.0,Warm,Newbie,"2,1"
0c6e1015d33330322f75c4ca3f59a89bc8c9860456d629fbb2eb61331d82d53f,3,191580.0,Hot,Regular,"3,2"
0c787a98342ab6497834386940298b160723d0757b50d0f9eede79579b82ace5,2,149123.08,Warm,Newbie,"2,1"
0c7a24b7be631b7d50f379fb6e7155d0a9c38dedd313638ff9012703a225143d,28,468964.1000000001,Hot,Top,"3,3"
0c7ed6d3-4bcb-45fc-a434-36356fa04349,7,182240.6,Hot,Top,"3,3"
0c7f1d2cb895136792348202cadf97f5489ccfaef843c9734fa9842d039f2605,4,118399.32,Warm,Regular,"2,2"
0c82b3ca-3f20-4a59-9a56-3e49b9efef02,5,189000.0,Hot,Top,"3,3"
0c831f0623e24c40000f05506028a08d60e3119fd0ad5a1fc30599dd53338533,4,269217.31,Hot,Regular,"3,2"
0c8500e4-9417-4b44-9c1b-a1dd38746e43,2,55600.0,Cold,Newbie,"1,1"
0c85d22ea2111e6e39b0c5489b0ca9a8d23962adee6ec702dbda7fbd6d892fb6,2,107764.73999999999,Warm,Newbie,"2,1"
0c8df5e2d34e29e79cfbc0c5c216ea18ab7055e8a6a1d5cc71d5fd6688f891e6,2,46200.0,Cold,Newbie,"1,1"
0c8fefc4b8cb78a8336194fde1e0462c624b09933e748bd7b37029b3f0081af5,2,47399.92,Cold,Newbie,"1,1"
0c946cb4059f13d09d482357f4719d975497638b3addf0fc50394d847c218835,6,156907.19,Warm,Top,"2,3"
0c94a1de17d6c0e6b86a6402ac7abbd29726adc2de7cffc49b109091a5d0408d,7,575670.0,Hot,Top,"3,3"
0c94ab85-391a-4981-8b99-1d30beb08db1,16,547479.02,Hot,Top,"3,3"
0c951bf666542db4101b876e6b15bbd11d289ff671dcc9cfa9c5be5c47a4d7c6,2,150480.0,Warm,Newbie,"2,1"
0c971c5f481301fcd804a574ccb15a3b7aebf6a67723c43912ce2f78ba680445,4,158750.0,Warm,Regular,"2,2"
0c98981a2441babc94c46c0e85f0a8c3f52b7c1876b8aff79ca9067ba635fe31,2,57874.06,Cold,Newbie,"1,1"
0ca2c55adfe405154fb506c9fc8914bee7f6c54f2b4c3192366db0c997559c2b,2,71116.13,Cold,Newbie,"1,1"
0ca484b341d0cb3626bd89b401a68afe864d6f49c64ffebdb5c52ed75f131098,4,53875.0,Cold,Regular,"1,2"
0ca58a769df4e127ec00d7fa1948cf589acfce5a0b33fca0304574a3314c2ca9,2,314850.0,Hot,Newbie,"3,1"
0ca82e9ad7ae2be374ddc5d673e591192caed566cd17701ce35cfd8930775d3b,5,233620.0,Hot,Top,"3,3"
0cab29e5-47c4-40ab-aae6-c2398bbdf499,2,60799.92,Cold,Newbie,"1,1"
0cb11547086955166261d9145d1be81c50a7fc7fc988fccfd8363092e758d732,4,851400.0,Hot,Regular,"3,2"
0cb12fc253505e169a58716ba8062fc24a3a1d1297e05fdee5ebfcd6d3c8c291,6,323500.0,Hot,Top,"3,3"
0cb1715e-9350-4227-8123-baf8b38896e9,20,911291.34,Hot,Top,"3,3"
0cb2a2a6cd57ad8a84828315d5da3d8ba9872e3e3a42ae77e108a3154e641feb,2,205999.0,Hot,Newbie,"3,1"
0cb30dafc4e53e95b0184b81c0d35bb80af3a1e962833b245e0f0570bb790fd8,3,113570.0,Warm,Regular,"2,2"
0cb6e7409708423027aa64823753e6fe2fecb177ae5b090ee20c046e769be0ce,2,101500.0,Warm,Newbie,"2,1"
0cb8a56154729aca340dbd491946e8fd431d2f5bb6a07c5a213ed2133a040a01,3,94100.0,Warm,Regular,"2,2"
0cb95e789892a17c3c399f0f0d64bd895e449531c6c29235b4d2e954ef2a1977,6,245500.0,Hot,Top,"3,3"
0cbca31efe75ed5815011b1491004331afb8f318d839fca6b7c313381f5912e1,2,395300.0,Hot,Newbie,"3,1"
0cbff500703b3be2ce2c656a3a26ef24e0536a7a685068642ec82a48fee3ece3,2,24571.43,Cold,Newbie,"1,1"
0cc04508e5894dd8d24a2eecb1194dccd85b5c285f8b6f987c953b7536f84ec8,9,136107.19,Warm,Top,"2,3"
0cc2548db8096c3d59f5629a783caf5501612428f35b67eb94e83467fb99bbde,2,71800.0,Cold,Newbie,"1,1"
0cc5c29a69249e9a366a603100c0207cc8adaa7585c911639f8a95835fedd48c,4,107295.0,Warm,Regular,"2,2"
0ccc879c-dfcc-4921-8958-93fc16d91afd,4,422000.0,Hot,Regular,"3,2"
0ccd766642a36da29813b973ddcc70d6533c09968f259c5744513f9be4467dc2,3,51266.66,Cold,Regular,"1,2"
0ccdc71dde73d7a4932b29eec4907517a85d30d53a8256f1ae94cfecc43303d0,2,93500.0,Warm,Newbie,"2,1"
0cce43b1bfbe01f6f1d40ff4647e4cc267071d35626ab3a97a9c01f78b17d150,6,357000.0,Hot,Top,"3,3"
0ccf0aaf59ef5e1072c106d86d971de73fdd61dcda36a845c776e39061210634,2,120997.6,Warm,Newbie,"2,1"
0cd534db-86b5-4251-a99b-8fc8b39356c3,3,601500.0,Hot,Regular,"3,2"
0cd5eddc8830b919d5dc6060f42a59f0fc7974af30755d095fc996d735da7505,5,143810.0,Warm,Top,"2,3"
0cda63904e4dfb2941bec23adbe2200021ebb00d3eeaf9b78ccf3f20066f2abd,2,31500.0,Cold,Newbie,"1,1"
0cdc04de-0244-4e8e-a8f7-18bf7c74778f,6,225419.16,Hot,Top,"3,3"
0cdca95415f6163f1469b25d27581e06a913b05ae724efe158e90de5067f769d,2,56919.84,Cold,Newbie,"1,1"
0cdd1679d820c60b111db2451993f61f111dabadac2253c303f15afb3ef6c6d7,14,821180.0,Hot,Top,"3,3"
0ce08714d3cf9f394aa3fea13560765befd6a2cf5408688827d2590fd936ad50,4,206320.0,Hot,Regular,"3,2"
0ce5e646716d842efb7238ef9e65afb86f28b3bbc4690db8accffeb508be2a3f,4,117579.58,Warm,Regular,"2,2"
0ce76b8deab38ae78456f961bccc89d24e1b47876840c33c6d65773006de52fc,2,43740.0,Cold,Newbie,"1,1"
0ce7728a62c74fa6421d259edb0df0fe0493d9a40e4a1f7d8853935ff490cabe,2,109868.75,Warm,Newbie,"2,1"
0ce922fc-fdea-46da-9bfd-1beba61b6038,7,277640.0,Hot,Top,"3,3"
0ceaf2708b45226fe2690d6abc33e733a01cb99682c8771f1de099f44fbf5ce7,3,496500.0,Hot,Regular,"3,2"
0cece544258a78763521a77bb9741cef5b50f248e2e2d71c95d75e00f3ab5b28,2,80478.58,Cold,Newbie,"1,1"
0cf6f1b423bb25e32061226508c4616074c70d82c4a8ef3bee3ac300a80a54ae,3,273489.27,Hot,Regular,"3,2"
0cf82053adf0f196acd07476864f53f588602b02b95fb0d79230be9b54352f98,2,211000.0,Hot,Newbie,"3,1"
0cfb9c31-97d4-438c-ac44-eea51ddb7909,3,52758.06,Cold,Regular,"1,2"
0cfbc44a8ee14d20c92f6d2c23d2b0f5bb5ac95f655affdd27aec2c46ec8b02f,2,60443.56,Cold,Newbie,"1,1"
0cfc7c0337dc6f12b160957e857e15df271ffd812cdd88be936b7675a310b938,2,43740.0,Cold,Newbie,"1,1"
0cfcd2cf3b6566ef3b02a03041508fcf09b5896eecde4c3eb8442d27ff14847b,7,412300.0,Hot,Top,"3,3"
0d00148ef5987c5037d0154a2faa0f39916b25a5081d82d384d79b8cee9b6649,2,167880.0,Warm,Newbie,"2,1"
0d02e1ed-b694-4246-9773-c50ad952909b,2,40299.53,Cold,Newbie,"1,1"
0d0446d2f0044cd0d3ce6ed28920bc8742b3e6d3686658c4785e4f6841fee9ad,2,110921.0,Warm,Newbie,"2,1"
0d09f223c1734746432dfd8fbec6465b0d984cb447ce1424ed85ad0e969cf478,2,102200.0,Warm,Newbie,"2,1"
0d0d25493d5016f44977e453af51fd12fd74eed2943f418405a1debd93546fed,3,171000.0,Warm,Regular,"2,2"
0d0d94d40366560e6c4ae20109d1e662f394e5be04ae6c4f76d326b89cbbf9c5,5,201499.52000000002,Hot,Top,"3,3"
0d1ace28e06fdca6f2148f4194f16289dd1fa9cb7ff9162aab811ef4eb5490d1,5,123500.0,Warm,Top,"2,3"
0d1ff029b892f7576374497a1b77aa693000a3b722c200328e31b5f405555a9a,3,184800.0,Hot,Regular,"3,2"
0d1ffe7396e83e95f9c83e4ccdf94955916ff6e67ff59db839d587baf1428b2f,3,126350.0,Warm,Regular,"2,2"
0d240bce-37df-4459-b6f7-705ee91927a0,2,42100.0,Cold,Newbie,"1,1"
0d24a65080c04a4a948ee335e6c2e064bcc3c1ba5b9a7c9498f860d072c6f877,2,169680.0,Warm,Newbie,"2,1"
0d29d16a-e1b0-455b-bd7b-1df3737c36df,3,126900.0,Warm,Regular,"2,2"
0d2cf7c7466af424715ca4c88ac7294228f6763073433cbe4653d66401fae497,4,280000.0,Hot,Regular,"3,2"
0d2e665a-8cae-41ae-9b33-d2f8bf368c75,6,231058.56,Hot,Top,"3,3"
0d2fb2da181fda23df255aaa705af51e8e8c501e1972dee6c239df28666f3c9f,5,288000.0,Hot,Top,"3,3"
0d330cb6c298e81ff8e756b25a64cf883876a69cffb93724d9e0b1b6ab5d4907,4,175020.0,Warm,Regular,"2,2"
0d368058d1c55650a56e0cf5dc6cb9f2042c685234aa68fd886432c2a77e57af,2,155400.0,Warm,Newbie,"2,1"
0d37fa5e5cce0a6c1d6aca201d4f73c4384dde8e9feae2f488436b153b9d0fff,2,410200.0,Hot,Newbie,"3,1"
0d39b51e-8d3f-4626-b551-8cfc69e2fabc,4,228960.0,Hot,Regular,"3,2"
0d3aea55d893f3e0d09ed2276d633ef9f4e32323f633982c7dc493be2224814c,2,59030.0,Cold,Newbie,"1,1"
0d3d0d29-8930-4d81-ab8d-661a0f09ed5b,2,49300.0,Cold,Newbie,"1,1"
0d3e3e1c7aaee0384931a9ac1a9cdc7456c08915d697e3b78bc1805072fe4b25,2,147375.0,Warm,Newbie,"2,1"
0d40a2e7a0c6eb16e1d9a8f9118b92f499caa2f2e5f8a6f5c893f6391118a2b2,2,131900.0,Warm,Newbie,"2,1"
0d40c4d2e988267390ada9a982912db10a7eff2972cffb2cff3029eb5df48801,2,371593.32999999996,Hot,Newbie,"3,1"
0d45f4a6-47aa-466c-95cd-9f91a9b9466b,4,94049.32,Warm,Regular,"2,2"
0d47e2745b21bf2ad51c925352a4e6170edb550b56d232573a1e30b0f5653f27,2,103439.13,Warm,Newbie,"2,1"
0d49a30471366af0c8f2812b8d9193795e38e1d091cec9719803e4ea50a4da7c,2,39999.4,Cold,Newbie,"1,1"
0d4e878e-7341-4d2d-a735-55a870962204,3,159500.0,Warm,Regular,"2,2"
0d50e6dd3e94de680ab5ba4b224947b31974bc8bdf454b4cad5fc90a57d8dcea,4,252466.66000000003,Hot,Regular,"3,2"
0d53d175753b7222108dcece80f50a3a2baf9f2ef610ebd0d53276714d7f146a,6,320100.0,Hot,Top,"3,3"
0d586993-1cea-4269-a60c-5de3ecc8d409,2,55614.47,Cold,Newbie,"1,1"
0d59a82ca0a925e4586529e84641ee5deb82ee220c43a5b19abe7b379a6d8bda,2,101899.52,Warm,Newbie,"2,1"
0d5a9eafa527520dfa9ddeebfe17059560b5e4374181aca213b102fca2fbe0a5,8,599613.3300000001,Hot,Top,"3,3"
0d5b121ab2ccb09e14ff005b883067304848e2b192bb613c0c61eba967f917e3,2,100200.0,Warm,Newbie,"2,1"
0d5e05487120a6248a7f24437099e825078efc04d2465e6396756543b9cce065,7,174319.91999999998,Warm,Top,"2,3"
0d602d11bee5a2e57a9b2e7be4f71c5bfbffc8b4f00213383e36c2b7016db781,3,85966.67,Cold,Regular,"1,2"
0d64ae032caad785f52446f027273192171f0d21d660cf62045e473ad7e78b0a,6,91579.92,Warm,Top,"2,3"
0d657fe8-4cdf-4262-9768-33058e014d70,2,105924.24,Warm,Newbie,"2,1"
0d68a7f4784269753c8efc409b7a4c7e6861432b79cbd5af4b6afed0cd4dba17,4,129814.98,Warm,Regular,"2,2"
0d6ffc4c5850a77c8ca7408a6893b1a5b2e9684aacd028fe373cb21915ac6004,2,84000.0,Cold,Newbie,"1,1"
0d71dbcb6f86b1faefe69613390b19d108a0feea33d5817ca6f900dd55d1dbe5,2,46600.0,Cold,Newbie,"1,1"
0d725883517b33b48d30ba06491025dc129a39c46cb754cac5c346ff0e57d8c1,5,313220.0,Hot,Top,"3,3"
0d728d9b0c175c2b24e8e4013d707398f3b7c955dd9175d765c28513c7a42f72,3,23306.47,Cold,Regular,"1,2"
0d72ee9c29cf7dd979956f229fda45b23860cd85ca0a8803ed661c78ea0bfee6,2,211000.0,Hot,Newbie,"3,1"
0d739c2e-5983-4016-b75c-633fc202b7e0,3,214996.0,Hot,Regular,"3,2"
0d754ea0cebf4fa31c3f06c03ce8d4e69c3e903ff4b768c6736367c1b4410feb,2,143000.0,Warm,Newbie,"2,1"
0d76b5dc40da42a95779fd5df69201dfd631ce7699c7e54c441fd0c884dd71e0,25,1159763.68,Hot,Top,"3,3"
0d78852970dd8115b160cd73f429e42214013f87be84ba4ed70ad554f3b9e023,2,112939.0,Warm,Newbie,"2,1"
0d7cb746-0860-4274-8fbf-99dbf5d64ffb,2,105600.0,Warm,Newbie,"2,1"
0d7cd648-97fb-4827-96fe-919652e1ac69,3,118500.0,Warm,Regular,"2,2"
0d7d1e1d2a2e35f71e9d975e4d6803bf0702b2fcc136f51b579c90b3512e9936,6,117372.43999999999,Warm,Top,"2,3"
0d7e85a812d7cda618f60103a04279c32d39f24635ed195da62d1e63ebbc1973,2,53800.0,Cold,Newbie,"1,1"
0d847f419a7fd162baa76ded9b12c651d3eef3f6e340a17a76b86c937e099acf,4,36490.0,Cold,Regular,"1,2"
